customer_number,duka_latitude,duka_longitude,cluster,territory,warehouse_latitude,warehouse_longitude
ID_168338,-1.2862267,36.7483467,15,Ruai,-1.2285389,36.9890257
ID_024914,-3.4041125,38.3658006,7,Kiambu,-1.2284444,36.6881944
ID_134072,-1.0580721,37.1680311,11,Meru,-1.2770781,36.8146693
ID_179933,-1.4068163,36.716771,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_005037,0.595723,35.2067755,2,Eldoret,0.5201846,35.2563265
ID_131301,-1.1833242,36.7255425,15,Ruai,-1.2285389,36.9890257
ID_178264,-1.0566083,36.7760591,15,Ruai,-1.2285389,36.9890257
ID_189854,-0.5624741,34.7406628,4,Juja,-1.1081111,37.0138611
ID_148697,0.162321,37.7432011,8,Kisii,-0.6713333,34.7678889
ID_065432,-1.3149939,36.8231713,0,Athi River,-1.4275556,36.9704444
ID_105274,0.127204329,37.56748114,8,Kisii,-0.6713333,34.7678889
ID_020940,-1.323688,36.8884554,0,Athi River,-1.4275556,36.9704444
ID_082992,0.536615,35.2919967,2,Eldoret,0.5201846,35.2563265
ID_037514,-1.2854536,36.7433563,15,Ruai,-1.2285389,36.9890257
ID_080883,-1.3967685,36.9446288,17,Thika Rd,-1.2420833,36.8763611
ID_168808,-1.296093,36.8701621,0,Athi River,-1.4275556,36.9704444
ID_156606,-1.2789157,36.7247989,15,Ruai,-1.2285389,36.9890257
ID_052749,-0.675885,37.3572529,18,Voi,-3.39025,38.57225
ID_065683,-1.2694019,36.7588537,15,Ruai,-1.2285389,36.9890257
ID_168840,-1.4266588,36.968059,17,Thika Rd,-1.2420833,36.8763611
ID_170105,-1.2794063,36.7313404,15,Ruai,-1.2285389,36.9890257
ID_021572,-1.3966261,36.7485028,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_041299,-1.1652754,36.749458,15,Ruai,-1.2285389,36.9890257
ID_189196,-1.3084569,36.7767324,15,Ruai,-1.2285389,36.9890257
ID_047131,0.132581,37.5392965,8,Kisii,-0.6713333,34.7678889
ID_027524,-1.4129864,36.7531406,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_118965,0.5301788,35.2606843,2,Eldoret,0.5201846,35.2563265
ID_078139,-0.3303926,35.9441519,5,Karatina,-0.4731389,37.1262222
ID_136103,-0.5623069,37.0499781,3,Embu,-0.54203,37.4542503
ID_008087,-1.1297238,36.9824202,11,Meru,-1.2770781,36.8146693
ID_084911,-1.1485967,37.0049705,11,Meru,-1.2770781,36.8146693
ID_027023,-1.1884506,36.905558,0,Athi River,-1.4275556,36.9704444
ID_086209,-0.5452489,36.9466687,3,Embu,-0.54203,37.4542503
ID_048868,0.6025096,35.1686254,14,Ongata Rongai,-1.3989167,36.7250278
ID_035502,-1.284988,36.7532413,15,Ruai,-1.2285389,36.9890257
ID_165115,-1.2791548,36.7581361,15,Ruai,-1.2285389,36.9890257
ID_105648,-1.0402118,37.043691,11,Meru,-1.2770781,36.8146693
ID_100348,0.6335054,35.0185957,14,Ongata Rongai,-1.3989167,36.7250278
ID_154665,-1.3934108,36.9511336,17,Thika Rd,-1.2420833,36.8763611
ID_150858,-1.2653268,36.8822013,0,Athi River,-1.4275556,36.9704444
ID_138528,-0.5503485,37.4798604,13,Nakuru,-0.2829722,36.1188889
ID_186526,-1.2642084,36.9257222,0,Athi River,-1.4275556,36.9704444
ID_075046,-1.2245975,36.7116128,15,Ruai,-1.2285389,36.9890257
ID_012136,-0.5640616,37.1893291,18,Voi,-3.39025,38.57225
ID_140140,-0.4158589,36.9431911,3,Embu,-0.54203,37.4542503
ID_134935,-1.3963089,36.7593908,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_180926,-1.3123377,36.8887673,0,Athi River,-1.4275556,36.9704444
ID_129237,-1.302436,36.9018638,0,Athi River,-1.4275556,36.9704444
ID_172754,-3.4507633,38.36264,7,Kiambu,-1.2284444,36.6881944
ID_019636,0.8688959,35.1183473,14,Ongata Rongai,-1.3989167,36.7250278
ID_068465,-1.351583242,36.66145325,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_034974,-0.5858672,37.6217405,13,Nakuru,-0.2829722,36.1188889
ID_194526,-1.2348143,36.9315112,0,Athi River,-1.4275556,36.9704444
ID_042608,-1.2594611,36.8782655,0,Athi River,-1.4275556,36.9704444
ID_148998,-1.4755644,36.9636772,17,Thika Rd,-1.2420833,36.8763611
ID_152061,-1.121199,37.0101793,11,Meru,-1.2770781,36.8146693
ID_141735,-4.0040766,39.6270917,1,Eastlands,-1.3241389,36.867
ID_117786,-1.4273071,36.9668799,17,Thika Rd,-1.2420833,36.8763611
ID_077014,-1.2375017,36.9305024,0,Athi River,-1.4275556,36.9704444
ID_198078,-1.3140453,36.8172089,15,Ruai,-1.2285389,36.9890257
ID_180844,-1.1796096,36.9107085,0,Athi River,-1.4275556,36.9704444
ID_111938,-1.321190715,36.89407349,0,Athi River,-1.4275556,36.9704444
ID_081986,-1.2951103,36.7467636,15,Ruai,-1.2285389,36.9890257
ID_079651,-3.210637735,40.11720375,9,Kisumu1,-0.0879444,34.7596667
ID_009287,-1.3126798,36.842352,0,Athi River,-1.4275556,36.9704444
ID_155043,-0.1272862,34.7476639,10,Majengo Mombasa,-4.0519167,39.6583611
ID_121755,-1.53542,37.1352121,16,Ruiru,-1.2286944,36.9891111
ID_102841,-0.5234085,37.263941,18,Voi,-3.39025,38.57225
ID_038598,-4.0346793,39.6603639,1,Eastlands,-1.3241389,36.867
ID_018942,-3.9471797,39.7434919,1,Eastlands,-1.3241389,36.867
ID_069509,-0.5267591,37.4535886,13,Nakuru,-0.2829722,36.1188889
ID_126092,-1.2233698,36.9284325,0,Athi River,-1.4275556,36.9704444
ID_055566,-0.1251449,35.9387643,5,Karatina,-0.4731389,37.1262222
ID_163004,-1.4749969,36.9603199,17,Thika Rd,-1.2420833,36.8763611
ID_145676,0.0856032,37.2414887,8,Kisii,-0.6713333,34.7678889
ID_045213,-1.397469,36.680543,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_177329,-4.2834604,39.5696686,1,Eastlands,-1.3241389,36.867
ID_058348,0.0502383,36.2161241,5,Karatina,-0.4731389,37.1262222
ID_160521,-1.3964398,36.7497011,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_145129,-1.2331578,36.7053693,15,Ruai,-1.2285389,36.9890257
ID_115430,-0.0760031,34.7848558,10,Majengo Mombasa,-4.0519167,39.6583611
ID_049375,-1.257959247,36.8635788,0,Athi River,-1.4275556,36.9704444
ID_046218,-4.194331,39.591209,1,Eastlands,-1.3241389,36.867
ID_179783,-1.4835532,36.9578639,17,Thika Rd,-1.2420833,36.8763611
ID_172989,-1.3020234,36.7389615,15,Ruai,-1.2285389,36.9890257
ID_108989,-1.1891475,36.6466679,15,Ruai,-1.2285389,36.9890257
ID_188116,-3.3948375,38.5803961,7,Kiambu,-1.2284444,36.6881944
ID_085996,-0.0950444,34.7618978,10,Majengo Mombasa,-4.0519167,39.6583611
ID_007639,-1.3153839,36.8889043,0,Athi River,-1.4275556,36.9704444
ID_077868,-1.3900324,36.9488909,17,Thika Rd,-1.2420833,36.8763611
ID_072904,-1.3464618,36.9815534,17,Thika Rd,-1.2420833,36.8763611
ID_147904,0.574947,35.2276843,2,Eldoret,0.5201846,35.2563265
ID_001877,-3.2123603,40.1129169,9,Kisumu1,-0.0879444,34.7596667
ID_079394,-0.1706929,37.0223952,3,Embu,-0.54203,37.4542503
ID_024708,0.5331119,35.2377032,2,Eldoret,0.5201846,35.2563265
ID_135474,-1.2863595,36.7549626,15,Ruai,-1.2285389,36.9890257
ID_006640,-1.3691571,36.6594941,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_006640,-1.361032313,36.65431207,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_077181,-0.5883356,34.941748,4,Juja,-1.1081111,37.0138611
ID_098516,0.4751021,35.2538189,2,Eldoret,0.5201846,35.2563265
ID_189933,-0.6028445,36.9545426,3,Embu,-0.54203,37.4542503
ID_055570,-1.3965839,36.9448032,17,Thika Rd,-1.2420833,36.8763611
ID_094692,-1.0367287,37.0376867,11,Meru,-1.2770781,36.8146693
ID_051103,0.600704,35.1517737,14,Ongata Rongai,-1.3989167,36.7250278
ID_027567,-1.100408792,36.79598618,15,Ruai,-1.2285389,36.9890257
ID_002484,-1.2804948,36.7425679,15,Ruai,-1.2285389,36.9890257
ID_146656,-1.2741706,36.6760028,15,Ruai,-1.2285389,36.9890257
ID_080603,-0.659955,37.5963265,13,Nakuru,-0.2829722,36.1188889
ID_076331,-1.100804687,37.01494217,11,Meru,-1.2770781,36.8146693
ID_052154,-1.4824409,36.9658738,17,Thika Rd,-1.2420833,36.8763611
ID_080084,-0.0141295,37.5724925,8,Kisii,-0.6713333,34.7678889
ID_030706,0.490735,35.2701183,2,Eldoret,0.5201846,35.2563265
ID_014096,-1.395170893,36.94211667,17,Thika Rd,-1.2420833,36.8763611
ID_183336,-0.3351602,37.6431527,13,Nakuru,-0.2829722,36.1188889
ID_060388,-1.295045,36.982725,0,Athi River,-1.4275556,36.9704444
ID_000894,-1.3085313,36.8392097,0,Athi River,-1.4275556,36.9704444
ID_041481,-1.285215,36.9146533,0,Athi River,-1.4275556,36.9704444
ID_004837,-0.0710788,34.8106204,10,Majengo Mombasa,-4.0519167,39.6583611
ID_111578,-0.609865,37.2021418,18,Voi,-3.39025,38.57225
ID_040605,0.5299369,35.2606843,2,Eldoret,0.5201846,35.2563265
ID_040884,-1.2355859,36.9263115,0,Athi River,-1.4275556,36.9704444
ID_197381,-1.3626276,36.6574591,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_114886,-0.4716053,37.4658836,13,Nakuru,-0.2829722,36.1188889
ID_196964,-1.3175598,36.8833766,0,Athi River,-1.4275556,36.9704444
ID_128843,-4.0906345,39.6362992,1,Eastlands,-1.3241389,36.867
ID_174954,-1.3245949,36.8950292,0,Athi River,-1.4275556,36.9704444
ID_110897,-0.5417688,37.4610597,13,Nakuru,-0.2829722,36.1188889
ID_063494,-0.2884935,36.0770536,5,Karatina,-0.4731389,37.1262222
ID_135224,-1.3597055,36.6530101,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_135224,-1.371932898,36.65036008,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_154125,-1.0581142,37.1119186,11,Meru,-1.2770781,36.8146693
ID_144435,-1.2707456,36.9933983,0,Athi River,-1.4275556,36.9704444
ID_062608,-1.1600013,36.957712,0,Athi River,-1.4275556,36.9704444
ID_117564,-1.4982297,37.2642723,16,Ruiru,-1.2286944,36.9891111
ID_091877,-1.3344334,36.6743179,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_104637,-0.3992723,37.5026648,13,Nakuru,-0.2829722,36.1188889
ID_019523,0.4726099,35.2605612,2,Eldoret,0.5201846,35.2563265
ID_193685,-1.280223,36.7359854,15,Ruai,-1.2285389,36.9890257
ID_127048,-1.2074452,36.9021999,0,Athi River,-1.4275556,36.9704444
ID_113710,-1.2763026,36.9126178,0,Athi River,-1.4275556,36.9704444
ID_156819,-0.0984123,34.7783947,10,Majengo Mombasa,-4.0519167,39.6583611
ID_073383,-1.2800514,36.7171197,15,Ruai,-1.2285389,36.9890257
ID_171358,-1.0873848,37.0188032,11,Meru,-1.2770781,36.8146693
ID_117447,0.7465866,35.1446212,14,Ongata Rongai,-1.3989167,36.7250278
ID_048640,0.2212715,35.4270779,2,Eldoret,0.5201846,35.2563265
ID_131387,-4.0459544,39.687201,1,Eastlands,-1.3241389,36.867
ID_177365,-0.3696896,34.6505221,10,Majengo Mombasa,-4.0519167,39.6583611
ID_111048,-0.3317602,37.6391204,13,Nakuru,-0.2829722,36.1188889
ID_103686,0.8770331,35.1210739,14,Ongata Rongai,-1.3989167,36.7250278
ID_188514,-0.5111218,34.7355332,4,Juja,-1.1081111,37.0138611
ID_165008,-1.3978069,36.776373,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_124787,0.4904719,35.2692653,2,Eldoret,0.5201846,35.2563265
ID_033445,-1.2035403,36.8736269,0,Athi River,-1.4275556,36.9704444
ID_148746,-4.051726,39.6613969,1,Eastlands,-1.3241389,36.867
ID_144169,-0.4818863,37.1136286,3,Embu,-0.54203,37.4542503
ID_095366,-3.9447327,39.736134,1,Eastlands,-1.3241389,36.867
ID_076743,-1.2365287,36.9308053,0,Athi River,-1.4275556,36.9704444
ID_074914,-0.4366742,36.9709549,3,Embu,-0.54203,37.4542503
ID_129299,0.5549271,35.2377071,2,Eldoret,0.5201846,35.2563265
ID_145955,0.5137983,35.310495,2,Eldoret,0.5201846,35.2563265
ID_147407,-1.0843327,37.2514357,11,Meru,-1.2770781,36.8146693
ID_087804,-1.3405621,36.6714833,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_122242,-4.0408617,39.6535233,1,Eastlands,-1.3241389,36.867
ID_089454,-4.0547584,39.6630761,1,Eastlands,-1.3241389,36.867
ID_113832,-1.2101296,36.8722987,0,Athi River,-1.4275556,36.9704444
ID_053587,-1.155821,36.9579462,0,Athi River,-1.4275556,36.9704444
ID_181482,-1.140275,37.0130248,11,Meru,-1.2770781,36.8146693
ID_030225,-0.0816143,34.7808309,10,Majengo Mombasa,-4.0519167,39.6583611
ID_096133,-0.5070999,34.736366,4,Juja,-1.1081111,37.0138611
ID_170953,0.4744268,35.2549856,2,Eldoret,0.5201846,35.2563265
ID_141542,0.1227095,37.8358674,8,Kisii,-0.6713333,34.7678889
ID_193524,-1.215633605,36.9045547,0,Athi River,-1.4275556,36.9704444
ID_181705,-1.3106636,36.8890913,0,Athi River,-1.4275556,36.9704444
ID_097701,-1.523345,37.1164489,16,Ruiru,-1.2286944,36.9891111
ID_000877,-0.3886355,37.4943814,13,Nakuru,-0.2829722,36.1188889
ID_123227,-0.5226777,37.2643841,18,Voi,-3.39025,38.57225
ID_117475,-1.3160057,36.8661237,0,Athi River,-1.4275556,36.9704444
ID_060418,-1.3073579,36.8268777,0,Athi River,-1.4275556,36.9704444
ID_116886,-0.6210383,34.7562767,4,Juja,-1.1081111,37.0138611
ID_086544,-1.3131898,36.8891793,0,Athi River,-1.4275556,36.9704444
ID_072101,-1.2544631,36.8679302,0,Athi River,-1.4275556,36.9704444
ID_021051,-0.4722567,37.1214754,3,Embu,-0.54203,37.4542503
ID_119414,-1.2987253,36.8917804,0,Athi River,-1.4275556,36.9704444
ID_133095,-1.2639838,36.7484476,15,Ruai,-1.2285389,36.9890257
ID_021934,-1.2749391,36.6736429,15,Ruai,-1.2285389,36.9890257
ID_193184,-1.2093066,36.9188079,0,Athi River,-1.4275556,36.9704444
ID_178248,-4.0111773,39.6942894,1,Eastlands,-1.3241389,36.867
ID_073372,-1.2612251,36.8738032,0,Athi River,-1.4275556,36.9704444
ID_086149,-1.2523955,36.8816527,0,Athi River,-1.4275556,36.9704444
ID_153741,-1.2344241,36.7450796,15,Ruai,-1.2285389,36.9890257
ID_176070,-0.0760939,34.7739066,10,Majengo Mombasa,-4.0519167,39.6583611
ID_172837,-1.210516,36.8720767,0,Athi River,-1.4275556,36.9704444
ID_132786,-0.6753916,34.7742044,4,Juja,-1.1081111,37.0138611
ID_127126,-1.2035282,36.8976799,0,Athi River,-1.4275556,36.9704444
ID_052817,-1.2720793,36.6747176,15,Ruai,-1.2285389,36.9890257
ID_036411,-3.386045,38.5753517,7,Kiambu,-1.2284444,36.6881944
ID_118486,-1.1637867,36.9700067,0,Athi River,-1.4275556,36.9704444
ID_065019,-1.1734117,36.92917,0,Athi River,-1.4275556,36.9704444
ID_034313,-1.2362405,36.9327775,0,Athi River,-1.4275556,36.9704444
ID_113853,-1.2127807,36.8955756,0,Athi River,-1.4275556,36.9704444
ID_189885,-1.2309735,36.6764065,15,Ruai,-1.2285389,36.9890257
ID_169028,-0.3098825,36.0383828,5,Karatina,-0.4731389,37.1262222
ID_119884,-1.4275682,36.68352,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_010891,-0.107859,37.7800417,8,Kisii,-0.6713333,34.7678889
ID_074735,-1.2908677,36.7288847,15,Ruai,-1.2285389,36.9890257
ID_056401,-1.300971746,36.88937759,0,Athi River,-1.4275556,36.9704444
ID_003554,-1.4568077,37.4414296,16,Ruiru,-1.2286944,36.9891111
ID_195797,0.0385157,37.6545719,8,Kisii,-0.6713333,34.7678889
ID_104651,-1.2933267,36.7287833,15,Ruai,-1.2285389,36.9890257
ID_143745,-0.7248848,36.4449488,5,Karatina,-0.4731389,37.1262222
ID_050097,-4.0053543,39.5790347,1,Eastlands,-1.3241389,36.867
ID_015750,-0.1296311,34.7457207,10,Majengo Mombasa,-4.0519167,39.6583611
ID_037804,-0.4820757,37.1233577,3,Embu,-0.54203,37.4542503
ID_004365,-0.2444041,36.1134224,5,Karatina,-0.4731389,37.1262222
ID_021777,-4.0266439,39.6945417,1,Eastlands,-1.3241389,36.867
ID_110094,-0.2966428,36.0437302,5,Karatina,-0.4731389,37.1262222
ID_005986,-4.0919781,39.6499471,1,Eastlands,-1.3241389,36.867
ID_048537,-0.6357985,37.2503468,18,Voi,-3.39025,38.57225
ID_182943,-1.2201765,36.768916,15,Ruai,-1.2285389,36.9890257
ID_141682,0.5723218,35.2295486,2,Eldoret,0.5201846,35.2563265
ID_145602,-1.0913,37.0002717,11,Meru,-1.2770781,36.8146693
ID_106511,-4.0842506,39.6625725,1,Eastlands,-1.3241389,36.867
ID_031342,-1.2177204,36.9244195,0,Athi River,-1.4275556,36.9704444
ID_120743,-4.0066127,39.6901403,1,Eastlands,-1.3241389,36.867
ID_121857,-1.2644695,36.9271688,0,Athi River,-1.4275556,36.9704444
ID_068875,-3.9416871,39.7357078,1,Eastlands,-1.3241389,36.867
ID_156804,-1.183556887,36.89506911,0,Athi River,-1.4275556,36.9704444
ID_078940,-4.1930519,39.5840391,1,Eastlands,-1.3241389,36.867
ID_074961,-3.4128389,38.3539049,7,Kiambu,-1.2284444,36.6881944
ID_098488,-4.0111739,39.6942881,1,Eastlands,-1.3241389,36.867
ID_164072,-0.8962846,36.9260374,11,Meru,-1.2770781,36.8146693
ID_061006,-4.0380296,39.689384,1,Eastlands,-1.3241389,36.867
ID_167653,-1.2111107,36.897833,0,Athi River,-1.4275556,36.9704444
ID_089465,-1.1894775,36.9091885,0,Athi River,-1.4275556,36.9704444
ID_040745,-1.2488556,36.6783626,15,Ruai,-1.2285389,36.9890257
ID_098246,-4.0425433,39.660505,1,Eastlands,-1.3241389,36.867
ID_124933,-0.3746154,35.9445428,5,Karatina,-0.4731389,37.1262222
ID_097753,-1.0115458,36.9028025,11,Meru,-1.2770781,36.8146693
ID_083791,-3.4000257,38.5832018,7,Kiambu,-1.2284444,36.6881944
ID_065471,-3.9475174,39.7427447,1,Eastlands,-1.3241389,36.867
ID_032461,-0.5436477,37.0823483,3,Embu,-0.54203,37.4542503
ID_141856,-0.3622859,36.9999361,3,Embu,-0.54203,37.4542503
ID_086984,-1.3150511,36.7789011,15,Ruai,-1.2285389,36.9890257
ID_074328,-1.1223909,37.010576,11,Meru,-1.2770781,36.8146693
ID_061645,-1.3756673,37.2511136,16,Ruiru,-1.2286944,36.9891111
ID_177064,-1.3940474,36.9419746,17,Thika Rd,-1.2420833,36.8763611
ID_083225,-1.0782213,37.0056417,11,Meru,-1.2770781,36.8146693
ID_184748,-0.2851355,36.0741837,5,Karatina,-0.4731389,37.1262222
ID_052194,-1.2181303,36.7778601,15,Ruai,-1.2285389,36.9890257
ID_047527,-0.6512768,34.7552988,4,Juja,-1.1081111,37.0138611
ID_100408,-1.2517,36.8997067,0,Athi River,-1.4275556,36.9704444
ID_052875,-1.5323466,37.1312264,16,Ruiru,-1.2286944,36.9891111
ID_093160,-1.2087806,36.8692152,0,Athi River,-1.4275556,36.9704444
ID_108205,-1.2527441,36.871868,0,Athi River,-1.4275556,36.9704444
ID_022139,-4.1937661,39.5893682,1,Eastlands,-1.3241389,36.867
ID_078983,-1.3920617,36.73148,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_142644,-4.0415199,39.6900287,1,Eastlands,-1.3241389,36.867
ID_170873,-0.2282626,36.1196305,5,Karatina,-0.4731389,37.1262222
ID_180478,-1.0691958,34.4696453,4,Juja,-1.1081111,37.0138611
ID_101767,-4.0346617,39.6599703,1,Eastlands,-1.3241389,36.867
ID_082096,-0.3206063,35.9345801,5,Karatina,-0.4731389,37.1262222
ID_010954,-1.2311605,36.7077686,15,Ruai,-1.2285389,36.9890257
ID_192694,-0.0792227,34.7642392,10,Majengo Mombasa,-4.0519167,39.6583611
ID_176975,-1.2786379,36.7581965,15,Ruai,-1.2285389,36.9890257
ID_045687,0.0005876,36.2347761,5,Karatina,-0.4731389,37.1262222
ID_176448,-0.6282537,37.5392429,13,Nakuru,-0.2829722,36.1188889
ID_046497,-0.481674,36.9982578,3,Embu,-0.54203,37.4542503
ID_091191,-0.2845779,36.1285689,5,Karatina,-0.4731389,37.1262222
ID_122190,-1.3723573,36.9348959,17,Thika Rd,-1.2420833,36.8763611
ID_087556,-1.2827226,36.7609077,15,Ruai,-1.2285389,36.9890257
ID_057712,-0.3885171,37.146691,3,Embu,-0.54203,37.4542503
ID_153246,-1.3965904,36.9447468,17,Thika Rd,-1.2420833,36.8763611
ID_111485,-1.0385134,37.0802561,11,Meru,-1.2770781,36.8146693
ID_083791,-1.2810278,36.9471604,0,Athi River,-1.4275556,36.9704444
ID_108240,-1.283149362,37.04959488,0,Athi River,-1.4275556,36.9704444
ID_149998,-3.3958377,38.5886132,7,Kiambu,-1.2284444,36.6881944
ID_074301,-1.0399576,37.0415434,11,Meru,-1.2770781,36.8146693
ID_000803,-1.3152217,36.8892417,0,Athi River,-1.4275556,36.9704444
ID_142996,-1.23151,36.6732201,15,Ruai,-1.2285389,36.9890257
ID_184810,-1.3022668,36.7390553,15,Ruai,-1.2285389,36.9890257
ID_145024,-0.1575975,35.9623721,5,Karatina,-0.4731389,37.1262222
ID_107966,-1.5333334,37.11666685,16,Ruiru,-1.2286944,36.9891111
ID_059617,-0.1041269,34.785789,10,Majengo Mombasa,-4.0519167,39.6583611
ID_153783,-1.3963895,36.7456183,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_129186,-1.2065602,36.9199543,0,Athi River,-1.4275556,36.9704444
ID_192644,-1.2812864,36.8987021,0,Athi River,-1.4275556,36.9704444
ID_174183,-1.3496616,36.9774448,17,Thika Rd,-1.2420833,36.8763611
ID_152654,-3.3967219,38.5967612,7,Kiambu,-1.2284444,36.6881944
ID_013075,-0.67333,37.2017098,18,Voi,-3.39025,38.57225
ID_047022,-1.4274183,36.9642433,17,Thika Rd,-1.2420833,36.8763611
ID_121936,-1.2904347,36.7401243,15,Ruai,-1.2285389,36.9890257
ID_047408,-3.3803331,38.5655966,7,Kiambu,-1.2284444,36.6881944
ID_005863,-0.9259018,37.1116796,11,Meru,-1.2770781,36.8146693
ID_186274,-1.2905456,36.7520796,15,Ruai,-1.2285389,36.9890257
ID_000672,-1.2477966,36.9515881,0,Athi River,-1.4275556,36.9704444
ID_194421,-4.0047478,39.5748874,1,Eastlands,-1.3241389,36.867
ID_005005,-3.3992722,38.57929,7,Kiambu,-1.2284444,36.6881944
ID_107199,-3.5481456,38.7347524,7,Kiambu,-1.2284444,36.6881944
ID_064228,-1.395190814,36.94211572,17,Thika Rd,-1.2420833,36.8763611
ID_136399,-0.502181,37.0079909,3,Embu,-0.54203,37.4542503
ID_054008,-3.6304423,39.8535716,9,Kisumu1,-0.0879444,34.7596667
ID_140944,-1.2544238,36.7140138,15,Ruai,-1.2285389,36.9890257
ID_184283,-1.4577204,37.2498911,16,Ruiru,-1.2286944,36.9891111
ID_140701,0.4423625,35.2363095,2,Eldoret,0.5201846,35.2563265
ID_196471,-1.2237948,36.9240423,0,Athi River,-1.4275556,36.9704444
ID_037332,-4.0268632,39.6213264,1,Eastlands,-1.3241389,36.867
ID_058604,-0.2942652,36.1221632,5,Karatina,-0.4731389,37.1262222
ID_005102,-4.0201187,39.6946569,1,Eastlands,-1.3241389,36.867
ID_054683,-3.5021378,38.381421,7,Kiambu,-1.2284444,36.6881944
ID_162672,-0.9373382,37.1232363,11,Meru,-1.2770781,36.8146693
ID_082874,-1.0422626,37.0423771,11,Meru,-1.2770781,36.8146693
ID_147713,-0.1173616,34.7877182,10,Majengo Mombasa,-4.0519167,39.6583611
ID_048794,-1.2972382,36.7494017,15,Ruai,-1.2285389,36.9890257
ID_047961,-1.2909921,36.7289701,15,Ruai,-1.2285389,36.9890257
ID_059444,-0.0917537,34.777677,10,Majengo Mombasa,-4.0519167,39.6583611
ID_096166,-1.3962646,36.7528469,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_018487,-0.0223139,37.5839365,8,Kisii,-0.6713333,34.7678889
ID_135308,-0.4801927,37.1771958,18,Voi,-3.39025,38.57225
ID_052930,-1.3098289,36.7749835,15,Ruai,-1.2285389,36.9890257
ID_113360,0.0005876,36.2347761,5,Karatina,-0.4731389,37.1262222
ID_020086,-1.1037388,37.0148086,11,Meru,-1.2770781,36.8146693
ID_108547,-1.3170636,36.7969195,15,Ruai,-1.2285389,36.9890257
ID_010878,-0.9376962,37.1211878,11,Meru,-1.2770781,36.8146693
ID_016272,-0.6690369,37.2067283,18,Voi,-3.39025,38.57225
ID_067709,-1.2879068,36.7500061,15,Ruai,-1.2285389,36.9890257
ID_051323,-0.3012697,36.0414245,5,Karatina,-0.4731389,37.1262222
ID_181783,-4.037301,39.6554773,1,Eastlands,-1.3241389,36.867
ID_196290,-4.0362071,39.6565516,1,Eastlands,-1.3241389,36.867
ID_010939,-1.3978483,36.9458067,17,Thika Rd,-1.2420833,36.8763611
ID_074180,-3.9643148,39.7191983,1,Eastlands,-1.3241389,36.867
ID_007459,-0.3882409,37.4947986,13,Nakuru,-0.2829722,36.1188889
ID_038214,-0.7301949,34.8463777,4,Juja,-1.1081111,37.0138611
ID_110806,-3.394541,37.6744287,6,Kawangware,-1.28875,36.7517778
ID_000634,-0.6285747,37.2539047,18,Voi,-3.39025,38.57225
ID_060852,0.6771505,35.1555862,14,Ongata Rongai,-1.3989167,36.7250278
ID_139829,-1.687602,36.8480208,17,Thika Rd,-1.2420833,36.8763611
ID_126119,-0.4424872,36.9122818,3,Embu,-0.54203,37.4542503
ID_003932,-1.188446,36.9106016,0,Athi River,-1.4275556,36.9704444
ID_023267,-1.2204789,36.8948289,0,Athi River,-1.4275556,36.9704444
ID_177531,0.5426696,35.2458598,2,Eldoret,0.5201846,35.2563265
ID_100990,0.0333612,37.6461463,8,Kisii,-0.6713333,34.7678889
ID_060454,-1.173301,36.7583137,15,Ruai,-1.2285389,36.9890257
ID_054427,0.2681,35.3961138,2,Eldoret,0.5201846,35.2563265
ID_119024,-1.0558497,36.7775966,15,Ruai,-1.2285389,36.9890257
ID_061895,-4.0105958,39.6329978,1,Eastlands,-1.3241389,36.867
ID_083171,0.3335464,37.9377534,8,Kisii,-0.6713333,34.7678889
ID_067327,-4.0915058,39.6495171,1,Eastlands,-1.3241389,36.867
ID_051184,-1.187055466,36.79684347,15,Ruai,-1.2285389,36.9890257
ID_141285,-0.4672598,37.023011,3,Embu,-0.54203,37.4542503
ID_094564,-3.3947607,38.5608276,7,Kiambu,-1.2284444,36.6881944
ID_162365,-1.0629985,36.767642,15,Ruai,-1.2285389,36.9890257
ID_052586,-1.2062757,36.8933102,0,Athi River,-1.4275556,36.9704444
ID_117775,-1.3796882,36.9409449,17,Thika Rd,-1.2420833,36.8763611
ID_100397,-1.0683954,37.0539538,11,Meru,-1.2770781,36.8146693
ID_094693,-1.4652624,37.4374884,16,Ruiru,-1.2286944,36.9891111
ID_006591,-1.2771506,36.9131208,0,Athi River,-1.4275556,36.9704444
